time_alpha,amp_alpha,time_gamma,amp_gamma
0,0,16.994450,-1.000000
0,0,16.997122,-1.000000
16.997122,-1.000000,0,0
0,0,16.999793,-1.000000
16.999793,-1.000000,0,0
17.002464,-1.000000,0,0
0,0,17.002464,-1.000000
17.005135,-1.000000,0,0
0,0,17.005135,-1.000000
17.007806,-1.000000,0,0
0,0,17.007806,-1.000000
17.010478,-1.000000,0,0
0,0,17.010478,-1.000000
17.013149,-1.000000,0,0
0,0,17.013149,-1.000000
17.015820,-1.000000,0,0
0,0,17.015820,-1.000000
17.018491,-1.000000,0,0
0,0,17.018491,-1.000000
17.021162,-1.000000,0,0
0,0,17.021162,-1.000000
17.023833,-1.000000,0,0
0,0,17.023833,-1.000000
17.026504,-1.000000,0,0
0,0,17.026504,-1.000000
17.029176,-1.000000,0,0
0,0,17.029176,-1.000000
17.031847,-1.000000,0,0
0,0,17.031847,-1.000000
17.034518,-1.000000,0,0
0,0,17.034518,-1.000000
17.037189,-1.000000,0,0
0,0,17.037189,-1.000000
17.039860,-1.000000,0,0
0,0,17.039860,-1.000000
17.042532,-1.000000,0,0
0,0,17.042532,-1.000000
0,0,17.045203,-1.000000
17.045203,-1.000000,0,0
17.047874,-1.000000,0,0
0,0,17.047874,-1.000000
17.050545,-1.000000,0,0
0,0,17.050545,-1.000000
17.053216,-1.000000,0,0
0,0,17.053216,-1.000000
17.055887,-1.000000,0,0
0,0,17.055887,-1.000000
0,0,17.058559,-1.000000
17.058559,-1.000000,0,0
17.061230,-1.000000,0,0
0,0,17.061230,-1.000000
17.063901,-1.000000,0,0
0,0,17.063901,-1.000000
17.066572,-1.000000,0,0
0,0,17.066572,-1.000000
17.069243,-1.000000,0,0
0,0,17.069243,-1.000000
17.071915,-1.000000,0,0
0,0,17.071915,-1.000000
17.074586,-1.000000,0,0
0,0,17.074586,-1.000000
17.077257,-1.000000,0,0
0,0,17.077257,-1.000000
17.079928,-1.000000,0,0
0,0,17.079928,-1.000000
17.082599,-1.000000,0,0
0,0,17.082599,-1.000000
17.085270,-1.000000,0,0
0,0,17.085270,-1.000000
17.087942,-1.000000,0,0
0,0,17.087942,-1.000000
17.090613,-1.000000,0,0
0,0,17.090613,-1.000000
17.093284,-1.000000,0,0
0,0,17.093284,-1.000000
17.095955,-1.000000,0,0
0,0,17.095955,-1.000000
0,0,17.098626,-1.000000
17.098626,-1.000000,0,0
17.101298,-1.000000,0,0
0,0,17.101298,-1.000000
17.103969,-1.000000,0,0
0,0,17.103969,-1.000000
17.106640,-1.000000,0,0
0,0,17.106640,-1.000000
17.109311,-1.000000,0,0
0,0,17.109311,-1.000000
17.111982,-1.000000,0,0
0,0,17.111982,-1.000000
17.114653,-1.000000,0,0
0,0,17.114653,-1.000000
17.117325,-1.000000,0,0
0,0,17.117325,-1.000000
17.119996,-1.000000,0,0
0,0,17.119996,-1.000000
17.122667,-1.000000,0,0
0,0,17.122667,-1.000000
17.125338,-1.000000,0,0
0,0,17.125338,-1.000000
17.128009,-1.000000,0,0
0,0,17.128009,-1.000000
17.130681,-1.000000,0,0
0,0,17.130681,-1.000000
17.133352,-1.000000,0,0
0,0,17.133352,-1.000000
0,0,17.136023,-1.000000
17.136023,-1.000000,0,0
17.138694,-1.000000,0,0
0,0,17.138694,-1.000000
17.141365,-1.000000,0,0
0,0,17.141365,-1.000000
17.144036,-1.000000,0,0
0,0,17.144036,-1.000000
17.146708,-1.000000,0,0
0,0,17.146708,-1.000000
17.149379,-1.000000,0,0
0,0,17.149379,-1.000000
17.152050,-1.000000,0,0
0,0,17.152050,-1.000000
17.154721,-1.000000,0,0
0,0,17.154721,-1.000000
17.157392,-1.000000,0,0
0,0,17.157392,-1.000000
17.160063,-1.000000,0,0
0,0,17.160063,-1.000000
17.162735,-1.000000,0,0
0,0,17.162735,-1.000000
0,0,17.165406,-1.000000
17.165406,-1.000000,0,0
17.168077,-1.000000,0,0
0,0,17.168077,-1.000000
17.170748,-1.000000,0,0
0,0,17.170748,-1.000000
17.173419,-1.000000,0,0
0,0,17.173419,-1.000000
17.176091,-1.000000,0,0
0,0,17.176091,-1.000000
17.178762,-1.000000,0,0
0,0,17.178762,-1.000000
17.181433,-1.000000,0,0
0,0,17.181433,-1.000000
17.184104,-1.000000,0,0
0,0,17.184104,-1.000000
17.186775,-1.000000,0,0
0,0,17.186775,-1.000000
17.189447,-1.000000,0,0
0,0,17.189447,-1.000000
17.192118,-1.000000,0,0
0,0,17.192118,-1.000000
17.194789,-1.000000,0,0
0,0,17.194789,-1.000000
17.197460,-1.000000,0,0
0,0,17.197460,-1.000000
17.200131,-1.000000,0,0
0,0,17.200131,-1.000000
17.202802,-1.000000,0,0
0,0,17.202802,-1.000000
17.205474,-1.000000,0,0
0,0,17.205474,-1.000000
0,0,17.208145,-1.000000
17.208145,-1.000000,0,0
17.210816,-1.000000,0,0
0,0,17.210816,-1.000000
17.213487,-1.000000,0,0
0,0,17.213487,-1.000000
17.216158,-1.000000,0,0
0,0,17.216158,-1.000000
17.218829,-1.000000,0,0
0,0,17.218829,-1.000000
17.221501,-1.000000,0,0
0,0,17.221501,-1.000000
17.224172,-1.000000,0,0
0,0,17.224172,-1.000000
17.226843,-1.000000,0,0
0,0,17.226843,-1.000000
17.229514,-1.000000,0,0
0,0,17.229514,-1.000000
17.232185,-1.000000,0,0
0,0,17.232185,-1.000000
17.234857,-1.000000,0,0
0,0,17.234857,-1.000000
17.237528,-1.000000,0,0
0,0,17.237528,-1.000000
17.240199,-1.000000,0,0
0,0,17.240199,-1.000000
17.242870,-1.000000,0,0
0,0,17.242870,-1.000000
17.245541,-1.000000,0,0
0,0,17.245541,-1.000000
17.248213,-1.000000,0,0
0,0,17.248213,-1.000000
17.250884,-1.000000,0,0
0,0,17.250884,-1.000000
17.253555,-1.000000,0,0
0,0,17.253555,-1.000000
17.256226,-1.000000,0,0
0,0,17.256226,-1.000000
17.258897,-1.000000,0,0
0,0,17.258897,-1.000000
17.261568,-1.000000,0,0
0,0,17.261568,-1.000000
17.264240,-1.000000,0,0
0,0,17.264240,-1.000000
17.266911,-1.000000,0,0
0,0,17.266911,-1.000000
17.269582,-1.000000,0,0
0,0,17.269582,-1.000000
0,0,17.272253,-1.000000
17.272253,-1.000000,0,0
17.274924,-1.000000,0,0
0,0,17.274924,-1.000000
17.277595,-1.000000,0,0
0,0,17.277595,-1.000000
17.280266,-1.000000,0,0
0,0,17.280266,-1.000000
17.282938,-1.000000,0,0
0,0,17.282938,-1.000000
17.285609,-1.000000,0,0
0,0,17.285609,-1.000000
17.288280,-1.000000,0,0
0,0,17.288280,-1.000000
17.290951,-1.000000,0,0
0,0,17.290951,-1.000000
17.293622,-1.000000,0,0
0,0,17.293622,-1.000000
0,0,17.296294,-1.000000
17.296294,-1.000000,0,0
17.298965,-1.000000,0,0
0,0,17.298965,-1.000000
17.301636,-1.000000,0,0
0,0,17.301636,-1.000000
0,0,17.304307,-1.000000
17.304307,-1.000000,0,0
17.306978,-1.000000,0,0
0,0,17.306978,-1.000000
17.309650,-1.000000,0,0
0,0,17.309650,-1.000000
17.312321,-1.000000,0,0
0,0,17.312321,-1.000000
17.314992,-1.000000,0,0
0,0,17.314992,-1.000000
17.317663,-1.000000,0,0
0,0,17.317663,-1.000000
0,0,17.320334,-1.000000
17.320334,-1.000000,0,0
17.323005,-1.000000,0,0
0,0,17.323005,-1.000000
17.325677,-1.000000,0,0
0,0,17.325677,-1.000000
17.328348,-1.000000,0,0
0,0,17.328348,-1.000000
17.331019,-1.000000,0,0
0,0,17.331019,-1.000000
17.333690,-1.000000,0,0
0,0,17.333690,-1.000000
17.336361,-1.000000,0,0
0,0,17.336361,-1.000000
17.339032,-1.000000,0,0
0,0,17.339032,-1.000000
17.341704,-1.000000,0,0
0,0,17.341704,-1.000000
0,0,17.344375,-1.000000
17.344375,-1.000000,0,0
17.347046,-1.000000,0,0
0,0,17.347046,-1.000000
17.349717,-1.000000,0,0
0,0,17.349717,-1.000000
17.352388,-1.000000,0,0
0,0,17.352388,-1.000000
17.355060,-1.000000,0,0
0,0,17.355060,-1.000000
17.357731,-1.000000,0,0
0,0,17.357731,-1.000000
17.360402,-1.000000,0,0
0,0,17.360402,-1.000000
17.363073,-1.000000,0,0
0,0,17.363073,-1.000000
17.365744,-1.000000,0,0
0,0,17.365744,-1.000000
17.368416,-1.000000,0,0
0,0,17.368416,-1.000000
17.371087,-1.000000,0,0
0,0,17.371087,-1.000000
17.373758,-1.000000,0,0
0,0,17.373758,-1.000000
17.376429,-1.000000,0,0
0,0,17.376429,-1.000000
17.379100,-1.000000,0,0
0,0,17.379100,-1.000000
17.381772,-1.000000,0,0
0,0,17.381772,-1.000000
17.384443,-1.000000,0,0
0,0,17.384443,-1.000000
17.387114,-1.000000,0,0
0,0,17.387114,-1.000000
17.389785,-1.000000,0,0
0,0,17.389785,-1.000000
17.392456,-1.000000,0,0
0,0,17.392456,-1.000000
17.395127,-1.000000,0,0
0,0,17.395127,-1.000000
17.397799,-1.000000,0,0
0,0,17.397799,-1.000000
17.400470,-1.000000,0,0
0,0,17.400470,-1.000000
17.403141,-1.000000,0,0
0,0,17.403141,-1.000000
17.405812,-1.000000,0,0
0,0,17.405812,-1.000000
17.408483,-1.000000,0,0
0,0,17.408483,-1.000000
17.411154,-1.000000,0,0
0,0,17.411154,-1.000000
17.413826,-1.000000,0,0
0,0,17.413826,-1.000000
17.416497,-1.000000,0,0
0,0,17.416497,-1.000000
17.419168,-1.000000,0,0
0,0,17.419168,-1.000000
17.421839,-1.000000,0,0
0,0,17.421839,-1.000000
0,0,17.424510,-1.000000
17.424510,-1.000000,0,0
0,0,17.427182,-1.000000
17.427182,-1.000000,0,0
0,0,17.429853,-1.000000
17.429853,-1.000000,0,0
17.432524,-1.000000,0,0
0,0,17.432524,-1.000000
17.435195,-1.000000,0,0
0,0,17.435195,-1.000000
17.437866,-1.000000,0,0
0,0,17.437866,-1.000000
17.440537,-1.000000,0,0
0,0,17.440537,-1.000000
17.443209,-1.000000,0,0
0,0,17.443209,-1.000000
17.445880,-1.000000,0,0
0,0,17.445880,-1.000000
17.448551,-1.000000,0,0
0,0,17.448551,-1.000000
0,0,17.451222,-1.000000
17.451222,-1.000000,0,0
17.453893,-1.000000,0,0
0,0,17.453893,-1.000000
17.456564,-1.000000,0,0
0,0,17.456564,-1.000000
17.459236,-1.000000,0,0
0,0,17.459236,-1.000000
17.461907,-1.000000,0,0
0,0,17.461907,-1.000000
17.464578,-1.000000,0,0
0,0,17.464578,-1.000000
17.467249,-1.000000,0,0
0,0,17.467249,-1.000000
17.469920,-1.000000,0,0
0,0,17.469920,-1.000000
17.472591,-1.000000,0,0
0,0,17.472591,-1.000000
17.475263,-1.000000,0,0
0,0,17.475263,-1.000000
17.477934,-1.000000,0,0
0,0,17.477934,-1.000000
17.480605,-1.000000,0,0
0,0,17.480605,-1.000000
17.483276,-1.000000,0,0
0,0,17.483276,-1.000000
17.485947,-1.000000,0,0
0,0,17.485947,-1.000000
17.488619,-1.000000,0,0
0,0,17.488619,-1.000000
17.491290,-1.000000,0,0
0,0,17.491290,-1.000000
17.493961,-1.000000,0,0
0,0,17.493961,-1.000000
17.496632,-1.000000,0,0
0,0,17.496632,-1.000000
17.499303,-1.000000,0,0
0,0,17.499303,-1.000000
17.501975,-1.000000,0,0
0,0,17.501975,-1.000000
0,0,17.504646,-1.000000
17.504646,-1.000000,0,0
17.507317,-1.000000,0,0
0,0,17.507317,-1.000000
0,0,17.509988,-1.000000
17.509988,-1.000000,0,0
17.512659,-1.000000,0,0
0,0,17.512659,-1.000000
17.515330,-1.000000,0,0
0,0,17.515330,-1.000000
17.518002,-1.000000,0,0
0,0,17.518002,-1.000000
17.520673,-1.000000,0,0
0,0,17.520673,-1.000000
17.523344,-1.000000,0,0
0,0,17.523344,-1.000000
17.526015,-1.000000,0,0
0,0,17.526015,-1.000000
17.528686,-1.000000,0,0
0,0,17.528686,-1.000000
17.531357,-1.000000,0,0
0,0,17.531357,-1.000000
17.534029,-1.000000,0,0
0,0,17.534029,-1.000000
17.536700,-1.000000,0,0
0,0,17.536700,-1.000000
17.539371,-1.000000,0,0
0,0,17.539371,-1.000000
0,0,17.542042,-1.000000
17.542042,-1.000000,0,0
17.544713,-1.000000,0,0
0,0,17.544713,-1.000000
17.547385,-1.000000,0,0
0,0,17.547385,-1.000000
17.550056,-1.000000,0,0
0,0,17.550056,-1.000000
17.552727,-1.000000,0,0
0,0,17.552727,-1.000000
17.555398,-1.000000,0,0
0,0,17.555398,-1.000000
17.558069,-1.000000,0,0
0,0,17.558069,-1.000000
17.560740,-1.000000,0,0
0,0,17.560740,-1.000000
17.563412,-1.000000,0,0
0,0,17.563412,-1.000000
17.566083,-1.000000,0,0
0,0,17.566083,-1.000000
0,0,17.568754,-1.000000
17.568754,-1.000000,0,0
17.571425,-1.000000,0,0
0,0,17.571425,-1.000000
17.574096,-1.000000,0,0
0,0,17.574096,-1.000000
17.576767,-1.000000,0,0
0,0,17.576767,-1.000000
17.579439,-1.000000,0,0
0,0,17.579439,-1.000000
17.582110,-1.000000,0,0
0,0,17.582110,-1.000000
17.584781,-1.000000,0,0
0,0,17.584781,-1.000000
17.587452,-1.000000,0,0
0,0,17.587452,-1.000000
17.590123,-1.000000,0,0
0,0,17.590123,-1.000000
0,0,17.592795,-1.000000
17.592795,-1.000000,0,0
0,0,17.595466,-1.000000
17.595466,-1.000000,0,0
17.598137,-1.000000,0,0
0,0,17.598137,-1.000000
17.600808,-1.000000,0,0
0,0,17.600808,-1.000000
0,0,17.603479,-1.000000
17.603479,-1.000000,0,0
17.606150,-1.000000,0,0
0,0,17.606150,-1.000000
17.608822,-1.000000,0,0
0,0,17.608822,-1.000000
17.611493,-1.000000,0,0
0,0,17.611493,-1.000000
17.614164,-1.000000,0,0
0,0,17.614164,-1.000000
17.616835,-1.000000,0,0
0,0,17.616835,-1.000000
17.619506,-1.000000,0,0
0,0,17.619506,-1.000000
17.622178,-1.000000,0,0
0,0,17.622178,-1.000000
17.624849,-1.000000,0,0
0,0,17.624849,-1.000000
0,0,17.627520,-1.000000
17.627520,-1.000000,0,0
17.630191,-1.000000,0,0
0,0,17.630191,-1.000000
17.632862,-1.000000,0,0
0,0,17.632862,-1.000000
17.635533,-1.000000,0,0
0,0,17.635533,-1.000000
0,0,17.638204,-1.000000
17.638204,-1.000000,0,0
17.640876,-1.000000,0,0
0,0,17.640876,-1.000000
17.643547,-1.000000,0,0
0,0,17.643547,-1.000000
17.646218,-1.000000,0,0
0,0,17.646218,-1.000000
17.648889,-1.000000,0,0
0,0,17.648889,-1.000000
17.651560,-1.000000,0,0
0,0,17.651560,-1.000000
17.654232,-1.000000,0,0
0,0,17.654232,-1.000000
17.656903,-1.000000,0,0
0,0,17.656903,-1.000000
17.659574,-1.000000,0,0
0,0,17.659574,-1.000000
17.662245,-1.000000,0,0
0,0,17.662245,-1.000000
17.664916,-1.000000,0,0
0,0,17.664916,-1.000000
17.667588,-1.000000,0,0
0,0,17.667588,-1.000000
17.670259,-1.000000,0,0
0,0,17.670259,-1.000000
17.672930,-1.000000,0,0
0,0,17.672930,-1.000000
17.675601,-1.000000,0,0
0,0,17.675601,-1.000000
17.678272,-1.000000,0,0
0,0,17.678272,-1.000000
17.680944,-1.000000,0,0
0,0,17.680944,-1.000000
17.683615,-1.000000,0,0
0,0,17.683615,-1.000000
17.686286,-1.000000,0,0
0,0,17.686286,-1.000000
17.688957,-1.000000,0,0
0,0,17.688957,-1.000000
17.691628,-1.000000,0,0
0,0,17.691628,-1.000000
17.694299,-1.000000,0,0
0,0,17.694299,-1.000000
17.696971,-1.000000,0,0
0,0,17.696971,-1.000000
17.699642,-1.000000,0,0
0,0,17.699642,-1.000000
17.702313,-1.000000,0,0
0,0,17.702313,-1.000000
17.704984,-1.000000,0,0
0,0,17.704984,-1.000000
17.707655,-1.000000,0,0
0,0,17.707655,-1.000000
17.710326,-1.000000,0,0
0,0,17.710326,-1.000000
0,0,17.712998,-1.000000
17.712998,-1.000000,0,0
17.715669,-1.000000,0,0
0,0,17.715669,-1.000000
17.718340,-1.000000,0,0
0,0,17.718340,-1.000000
17.721011,-1.000000,0,0
0,0,17.721011,-1.000000
17.723682,-1.000000,0,0
0,0,17.723682,-1.000000
17.726354,-1.000000,0,0
0,0,17.726354,-1.000000
17.729025,-1.000000,0,0
0,0,17.729025,-1.000000
17.731696,-1.000000,0,0
0,0,17.731696,-1.000000
17.734367,-1.000000,0,0
0,0,17.734367,-1.000000
17.737038,-1.000000,0,0
0,0,17.737038,-1.000000
17.739709,-1.000000,0,0
0,0,17.739709,-1.000000
0,0,17.742381,-1.000000
17.742381,-1.000000,0,0
17.745052,-1.000000,0,0
0,0,17.745052,-1.000000
17.747723,-1.000000,0,0
0,0,17.747723,-1.000000
17.750394,-1.000000,0,0
0,0,17.750394,-1.000000
17.753065,-1.000000,0,0
0,0,17.753065,-1.000000
17.755737,-1.000000,0,0
0,0,17.755737,-1.000000
17.758408,-1.000000,0,0
0,0,17.758408,-1.000000
17.761079,-1.000000,0,0
0,0,17.761079,-1.000000
17.763750,-1.000000,0,0
0,0,17.763750,-1.000000
17.766421,-1.000000,0,0
0,0,17.766421,-1.000000
17.769093,-1.000000,0,0
0,0,17.769093,-1.000000
17.771764,-1.000000,0,0
0,0,17.771764,-1.000000
17.774435,-1.000000,0,0
0,0,17.774435,-1.000000
17.777106,-1.000000,0,0
0,0,17.777106,-1.000000
17.779777,-1.000000,0,0
0,0,17.779777,-1.000000
17.782448,-1.000000,0,0
0,0,17.782448,-1.000000
17.785119,-1.000000,0,0
0,0,17.785119,-1.000000
17.787791,-1.000000,0,0
0,0,17.787791,-1.000000
17.790462,-1.000000,0,0
0,0,17.790462,-1.000000
17.793133,-1.000000,0,0
0,0,17.793133,-1.000000
17.795804,-1.000000,0,0
0,0,17.795804,-1.000000
17.798475,-1.000000,0,0
0,0,17.798475,-1.000000
17.801147,-1.000000,0,0
0,0,17.801147,-1.000000
17.803818,-1.000000,0,0
0,0,17.803818,-1.000000
0,0,17.806489,-1.000000
17.806489,-1.000000,0,0
17.809160,-1.000000,0,0
0,0,17.809160,-1.000000
17.811831,-1.000000,0,0
0,0,17.811831,-1.000000
17.814502,-1.000000,0,0
0,0,17.814502,-1.000000
17.817174,-1.000000,0,0
0,0,17.817174,-1.000000
17.819845,-1.000000,0,0
0,0,17.819845,-1.000000
17.822516,-1.000000,0,0
0,0,17.822516,-1.000000
17.825187,-1.000000,0,0
0,0,17.825187,-1.000000
17.827858,-1.000000,0,0
0,0,17.827858,-1.000000
0,0,17.830530,-1.000000
17.830530,-1.000000,0,0
17.833201,-1.000000,0,0
0,0,17.833201,-1.000000
17.835872,-1.000000,0,0
0,0,17.835872,-1.000000
17.838543,-1.000000,0,0
0,0,17.838543,-1.000000
17.841214,-1.000000,0,0
0,0,17.841214,-1.000000
17.843885,-1.000000,0,0
0,0,17.843885,-1.000000
17.846557,-1.000000,0,0
0,0,17.846557,-1.000000
17.849228,-1.000000,0,0
0,0,17.849228,-1.000000
17.851899,-1.000000,0,0
0,0,17.851899,-1.000000
17.854570,-1.000000,0,0
0,0,17.854570,-1.000000
17.857241,-1.000000,0,0
0,0,17.857241,-1.000000
17.859913,-1.000000,0,0
0,0,17.859913,-1.000000
17.862584,-1.000000,0,0
0,0,17.862584,-1.000000
17.865255,-1.000000,0,0
0,0,17.865255,-1.000000
17.867926,-1.000000,0,0
0,0,17.867926,-1.000000
17.870597,-1.000000,0,0
0,0,17.870597,-1.000000
17.873268,-1.000000,0,0
0,0,17.873268,-1.000000
17.875940,-1.000000,0,0
0,0,17.875940,-1.000000
17.878611,-1.000000,0,0
0,0,17.878611,-1.000000
17.881282,-1.000000,0,0
0,0,17.881282,-1.000000
17.883953,-1.000000,0,0
0,0,17.883953,-1.000000
17.886624,-1.000000,0,0
0,0,17.886624,-1.000000
17.889296,-1.000000,0,0
0,0,17.889296,-1.000000
17.891967,-1.000000,0,0
0,0,17.891967,-1.000000
17.894638,-1.000000,0,0
0,0,17.894638,-1.000000
17.897309,-1.000000,0,0
0,0,17.897309,-1.000000
17.899980,-1.000000,0,0
0,0,17.899980,-1.000000
17.902652,-1.000000,0,0
0,0,17.902652,-1.000000
17.905323,-1.000000,0,0
0,0,17.905323,-1.000000
17.907994,-1.000000,0,0
0,0,17.907994,-1.000000
17.910665,-1.000000,0,0
0,0,17.910665,-1.000000
17.913336,-1.000000,0,0
0,0,17.913336,-1.000000
17.916007,-1.000000,0,0
0,0,17.916007,-1.000000
17.918678,-1.000000,0,0
0,0,17.918678,-1.000000
17.921350,-1.000000,0,0
0,0,17.921350,-1.000000
17.924021,-1.000000,0,0
0,0,17.924021,-1.000000
17.926692,-1.000000,0,0
0,0,17.926692,-1.000000
17.929363,-1.000000,0,0
0,0,17.929363,-1.000000
17.932034,-1.000000,0,0
0,0,17.932034,-1.000000
17.934706,-1.000000,0,0
0,0,17.934706,-1.000000
17.937377,-1.000000,0,0
0,0,17.937377,-1.000000
17.940048,-1.000000,0,0
0,0,17.940048,-1.000000
17.942719,-1.000000,0,0
0,0,17.942719,-1.000000
0,0,17.945390,-1.000000
17.945390,-1.000000,0,0
17.948062,-1.000000,0,0
0,0,17.948062,-1.000000
17.950733,-1.000000,0,0
0,0,17.950733,-1.000000
17.953404,-1.000000,0,0
0,0,17.953404,-1.000000
17.956075,-1.000000,0,0
0,0,17.956075,-1.000000
17.958746,-1.000000,0,0
0,0,17.958746,-1.000000
17.961417,-1.000000,0,0
0,0,17.961417,-1.000000
17.964089,-1.000000,0,0
0,0,17.964089,-1.000000
17.966760,-1.000000,0,0
0,0,17.966760,-1.000000
17.969431,-1.000000,0,0
0,0,17.969431,-1.000000
17.972102,-1.000000,0,0
0,0,17.972102,-1.000000
17.974773,-1.000000,0,0
0,0,17.974773,-1.000000
0,0,17.977444,-1.000000
17.977444,-1.000000,0,0
17.980116,-1.000000,0,0
0,0,17.980116,-1.000000
17.982787,-1.000000,0,0
0,0,17.982787,-1.000000
17.985458,-1.000000,0,0
0,0,17.985458,-1.000000
17.988129,-1.000000,0,0
0,0,17.988129,-1.000000
17.990800,-1.000000,0,0
0,0,17.990800,-1.000000
17.993472,-1.000000,0,0
0,0,17.993472,-1.000000
17.996143,-1.000000,0,0
0,0,17.996143,-1.000000
17.998814,-1.000000,0,0
0,0,17.998814,-1.000000
18.001485,-1.000000,0,0
0,0,18.001485,-1.000000
0,0,18.004156,-1.000000
18.004156,-1.000000,0,0
18.006828,-1.000000,0,0
0,0,18.006828,-1.000000
18.009499,-1.000000,0,0
0,0,18.009499,-1.000000
18.012170,-1.000000,0,0
0,0,18.012170,-1.000000
18.014841,-1.000000,0,0
0,0,18.014841,-1.000000
18.017512,-1.000000,0,0
0,0,18.017512,-1.000000
18.020184,-1.000000,0,0
0,0,18.020184,-1.000000
18.022855,-1.000000,0,0
0,0,18.022855,-1.000000
18.025526,-1.000000,0,0
0,0,18.025526,-1.000000
0,0,18.028197,-1.000000
18.028197,-1.000000,0,0
0,0,18.030868,-1.000000
18.030868,-1.000000,0,0
18.033539,-1.000000,0,0
0,0,18.033539,-1.000000
18.036211,-1.000000,0,0
0,0,18.036211,-1.000000
18.038882,-1.000000,0,0
0,0,18.038882,-1.000000
18.041553,-1.000000,0,0
0,0,18.041553,-1.000000
18.044224,-1.000000,0,0
0,0,18.044224,-1.000000
18.046895,-1.000000,0,0
0,0,18.046895,-1.000000
18.049567,-1.000000,0,0
0,0,18.049567,-1.000000
18.052238,-1.000000,0,0
0,0,18.052238,-1.000000
18.054909,-1.000000,0,0
0,0,18.054909,-1.000000
18.057580,-1.000000,0,0
0,0,18.057580,-1.000000
18.060251,-1.000000,0,0
0,0,18.060251,-1.000000
18.062922,-1.000000,0,0
0,0,18.062922,-1.000000
18.065594,-1.000000,0,0
0,0,18.065594,-1.000000
18.068265,-1.000000,0,0
0,0,18.068265,-1.000000
18.070936,-1.000000,0,0
0,0,18.070936,-1.000000
18.073607,-1.000000,0,0
0,0,18.073607,-1.000000
18.076278,-1.000000,0,0
0,0,18.076278,-1.000000
18.078949,-1.000000,0,0
0,0,18.078949,-1.000000
18.081621,-1.000000,0,0
0,0,18.081621,-1.000000
18.084292,-1.000000,0,0
0,0,18.084292,-1.000000
18.086963,-1.000000,0,0
0,0,18.086963,-1.000000
18.089634,-1.000000,0,0
0,0,18.089634,-1.000000
0,0,18.092305,-1.000000
18.092305,-1.000000,0,0
18.094977,-1.000000,0,0
0,0,18.094977,-1.000000
18.097648,-1.000000,0,0
0,0,18.097648,-1.000000
18.100319,-1.000000,0,0
0,0,18.100319,-1.000000
18.102990,-1.000000,0,0
0,0,18.102990,-1.000000
18.105661,-1.000000,0,0
0,0,18.105661,-1.000000
18.108333,-1.000000,0,0
0,0,18.108333,-1.000000
18.111004,-1.000000,0,0
0,0,18.111004,-1.000000
18.113675,-1.000000,0,0
0,0,18.113675,-1.000000
18.116346,-1.000000,0,0
0,0,18.116346,-1.000000
18.119017,-1.000000,0,0
0,0,18.119017,-1.000000
18.121688,-1.000000,0,0
0,0,18.121688,-1.000000
18.124360,-1.000000,0,0
0,0,18.124360,-1.000000
18.127031,-1.000000,0,0
0,0,18.127031,-1.000000
0,0,18.129702,-1.000000
18.129702,-1.000000,0,0
0,0,18.132373,-1.000000
18.132373,-1.000000,0,0
18.135044,-1.000000,0,0
0,0,18.135044,-1.000000
18.137715,-1.000000,0,0
0,0,18.137715,-1.000000
18.140387,-1.000000,0,0
0,0,18.140387,-1.000000
0,0,18.143058,-1.000000
18.143058,-1.000000,0,0
18.145729,-1.000000,0,0
0,0,18.145729,-1.000000
18.148400,-1.000000,0,0
0,0,18.148400,-1.000000
18.151071,-1.000000,0,0
0,0,18.151071,-1.000000
18.153743,-1.000000,0,0
0,0,18.153743,-1.000000
